# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
    1    329     70      -     99     80      0      0      0      0   9501   1890      0      0  23731  23731      0      -      -      0    867    938
    0    357     63      -     99     79      0      0      0      0   9501   1965      0      0  23731      4      0      -      -      0    907    928
    1    329     69      -    100     79      0      0      0      0   9501   1890      0      0  23731  23731      0      -      -      0    867    930
    0    357     63      -     99     80      0      0      0      0   9501   1965      0      0  23731      4      0      -      -      0    928    900
    1    328     70      -     99     80      0      0      0      0   9501   1890      0      0  23731  23731      0      -      -      0    860    923
    0    358     63      -    100     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    907    885
    1    328     70      -     99     79      0      0      0      0   9501   1890      0      0  23731  23731      0      -      -      0    872    890
    0    353     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    876    911
    1    328     70      -     99     79      0      0      0      0   9501   1890      0      0  23731  23731      0      -      -      0    850    908
    0    343     63      -    100     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    894    883
    1    317     70      -     99     80      0      0      0      0   9501   1890      0      0  23731  23731      0      -      -      0    846    915
    0    341     64      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2886   3118
    1    319     70      -     99     76      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   1465    929
    0    336     64      -     99     61      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    917    907
    1    322     70      -    100     64      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    869   2612
    0    337     64      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    942    909
    1    316     70      -    100     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    901    904
    0    354     64      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    938    903
    1    331     71      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    858    883
    0    345     64      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    910   1678
    1    322     70      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   3273   2874
    0    342     64      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    916    942
    1    320     71      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    888    912
    0    354     64      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    935    915
    1    332     71      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    893    906
    0    355     64      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    913    927
    1    332     71      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    883    890
    0    355     64      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    928    902
    1    332     71      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    862    911
    0    355     64      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    901    916
    1    332     71      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    866    883
    0    354     64      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    926    881
    1    332     71      -    100     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    865    891
    0    355     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2820   3243
    1    332     71      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   3286   3470
    0    340     63      -    100     57      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    918   3296
    1    316     71      -    100     43      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   2969   3339
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
    0    330     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    907    905
    1    311     71      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    890   2132
    0    341     63      -    100     21      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    901    933
    1    319     71      -    100     59      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    893    913
    0    347     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    948    917
    1    329     71      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    873    921
    0    354     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    922    921
    1    333     71      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    888    898
    0    354     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   3234   3301
    1    332     71      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   3230   3366
    0    332     63      -    100     35      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    959    953
    1    312     71      -    100     39      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    874    930
    0    354     63      -    100     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    914    934
    1    333     71      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    929
    0    354     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    921    901
    1    332     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    892    905
    0    354     63      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    934    901
    1    331     71      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    883    897
    0    348     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    944    902
    1    324     71      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    879    898
    0    345     62      -     99     60      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    916    926
    1    322     72      -    100     65      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    857    930
    0    342     62      -    100     56      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    927    903
    1    321     72      -     99     70      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    885    884
    0    342     62      -    100     54      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    929    902
    1    321     72      -     99     63      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    923
    0    349     63      -    100     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   1699    932
    1    330     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    874    934
    0    341     63      -    100     31      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    914    926
    1    317     71      -    100     44      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    874    930
    0    354     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    879    926
    1    333     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    853    929
    0    342     63      -     99     61      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    903    943
    1    323     72      -    100     17      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    934
    0    354     63      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    923    902
    1    333     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    902    894
    0    353     63      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    897    925
    1    333     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    857    945
    0    354     62      -    100     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    914    887
    1    334     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    843    916
    0    343     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    977    892
    1    323     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    853    916
    0    346     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    918    887
    1    326     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    872    889
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
    0    344     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2533   2708
    1    323     72      -    100     52      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   2302    905
    0    345     62      -    100     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    895    925
    1    325     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    854    923
    0    353     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   3077   3302
    1    334     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    850    902
    0    343     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    941    892
    1    323     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    889    882
    0    354     62      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2943   3365
    1    330     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    834    901
    0    339     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    940    895
    1    320     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    875    880
    0    352     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    943    903
    1    327     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    858    921
    0    335     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    882    927
    1    317     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    862    923
    0    353     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    920    880
    1    334     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    954   1218
    0    335     62      -    100     54      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    938    916
    1    322     72      -     99     72      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    887    910
    0    344     62      -    100     63      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    930    903
    1    328     72      -    100     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    886    898
    0    351     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2230   2313
    1    333     72      -    100     62      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    872    929
    0    335     62      -    100     17      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    908    942
    1    316     72      -    100     64      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    867    930
    0    345     62      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    924    910
    1    331     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    888    896
    0    353     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    924    926
    1    334     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    923
    0    354     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    876    897
    1    334     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    881    898
    0    353     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2520   2741
    1    334     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   2440    898
    0    343     62      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    908    916
    1    323     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    854    923
    0    341     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    898    922
    1    321     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   2460   3125
    0    343     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   3088   3388
    1    322     72      -    100     37      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   3130   1934
    0    343     62      -    100     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    902    927
    1    324     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    862    923
    0    352     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    924    892
    1    333     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    882    898
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
    0    353     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    896    887
    1    334     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    853    922
    0    344     62      -    100     41      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    924    909
    1    325     73      -     99     77      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    930
    0    343     62      -    100     20      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    958    903
    1    328     73      -    100     63      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   2900   3159
    0    346     62      -     99     76      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    909    926
    1    328     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    891    898
    0    352     62      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    945    901
    1    334     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    858    930
    0    353     62      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2900   3198
    1    335     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   1086    883
    0    334     62      -    100     61      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    924    902
    1    315     73      -    100     48      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    885    903
    0    340     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    950    902
    1    324     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    888    913
    0    335     62      -     99     58      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    931    908
    1    314     73      -    100     44      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    874    938
    0    347     62      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    910    942
    1    331     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    893    913
    0    353     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    904    927
    1    335     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    923
    0    353     62      -    100     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    901    881
    1    334     72      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    923
    0    342     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    899    939
    1    324     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    863    930
    0    347     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    940    904
    1    329     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    856    884
    0    341     61      -     99     49      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    930    909
    1    325     73      -    100     44      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    922
    0    347     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    959    934
    1    328     72      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    864    919
    0    345     62      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2300    918
    1    329     73      -    100     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    920    948
    0    342     61      -    100     54      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    934    909
    1    324     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    886    895
    0    352     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    902    918
    1    335     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    855    922
    0    343     61      -    100     44      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    879    894
    1    324     73      -     99     74      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    880    898
    0    349     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    935    894
    1    334     73      -    100     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    849    883
    0    346     61      -    100     62      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    915    921
    1    326     73      -    100     59      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    885    898
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
    0    350     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    890    915
    1    333     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    876    891
    0    352     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    944    895
    1    334     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    848    916
    0    344     61      -    100     20      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    880    920
    1    326     73      -     99     61      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    876    891
    0    344     61      -    100     19      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    963    896
    1    326     73      -    100     32      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    851    915
    0    354     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    923    893
    1    335     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    850    891
    0    339     61      -     99     69      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    924    911
    1    319     73      -    100     17      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    860    921
    0    344     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   2787   3500
    1    329     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   2928   3470
    0    323     61      -    100     69      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    917    941
    1    306     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    867    938
    0    352     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    893    935
    1    335     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    854    929
    0    352     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   1224   2403
    1    335     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0   2225   2467
    0    333     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    947    912
    1    315     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    899    904
    0    352     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    894    921
    1    335     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    862    923
    0    353     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    917    894
    1    335     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    890    891
    0    353     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    924    900
    1    336     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    861    916
    0    354     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    887    895
    1    336     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    971   1084
    0    341     61      -    100     49      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    925    902
    1    324     73      -    100     20      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    881    889
    0    352     61      -     99     80      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    900    927
    1    334     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    851    923
    0    333     61      -    100     70      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0   1332    883
    1    313     73      -    100     20      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    906   2001
    0    335     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    899    933
    1    318     73      -     99     80      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    890    904
    0    353     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    907    921
    1    335     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    864    916
    0    341     61      -    100     50      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    902    934
    1    321     73      -    100     44      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    894    906
    0    347     61      -     99     79      0      0      0      0   9501   1950      0      0  23731      4      0      -      -      0    935    916
    1    332     73      -     99     79      0      0      0      0   9501   1875      0      0  23731  23731      0      -      -      0    890    902
