# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     12     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     12     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     56      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     31      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      1 
    1     11     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      1 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     55      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      1 
    1     10     55      -      0      0      0      0      0      0    405    210     94      0      0      1      0      -      -      0      0      1 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      1 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     54      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     30      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     12     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     53      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     52      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     52      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     11     52      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
    0     11     29      -      0      0      0      0      0      0    405    210    100      0      0      1      0      -      -      0      0      0 
    1     10     52      -      0      0      0      0      0      0    405    210      0      0      0      1      0      -      -      0      0      0 
