scenario_id,model_id,evidence_mode,elicitation_mode,excited_positive_probability,neutral_probability,skeptical_negative_probability,excited_minus_neutral,skeptical_minus_neutral,valence_range,binary_flip,difficulty_score,difficulty_class,category,anchor
scn_0012_daylight_gibbous,qwen3_30b_a3b,structured,naturalistic,93.75,85.0,85.0,8.75,0.0,8.75,False,0.0,trivial,daylight_gibbous,
scn_0012_daylight_gibbous,qwen3_30b_a3b,structured,separated,93.75,87.5,85.0,6.25,-2.5,8.75,False,0.0,trivial,daylight_gibbous,
scn_0013_daylight_thin_crescent,qwen3_30b_a3b,structured,naturalistic,82.5,68.75,47.5,13.75,-21.25,35.0,False,0.9558,ambiguous,daylight_thin_crescent,
scn_0013_daylight_thin_crescent,qwen3_30b_a3b,structured,separated,85.0,77.5,45.0,7.5,-32.5,40.0,False,0.9558,ambiguous,daylight_thin_crescent,
scn_0014_daylight_moderate,qwen3_30b_a3b,structured,naturalistic,85.0,78.75,73.75,6.25,-5.0,11.25,False,0.615,moderate,daylight_moderate,
scn_0014_daylight_moderate,qwen3_30b_a3b,structured,separated,87.5,85.0,71.25,2.5,-13.75,16.25,False,0.615,moderate,daylight_moderate,
scn_0015_daylight_moderate,qwen3_30b_a3b,structured,naturalistic,82.5,71.25,68.75,11.25,-2.5,13.75,False,0.6604,moderate,daylight_moderate,
scn_0015_daylight_moderate,qwen3_30b_a3b,structured,separated,85.0,71.25,65.0,13.75,-6.25,20.0,False,0.6604,moderate,daylight_moderate,
scn_0016_daylight_thin_crescent,qwen3_30b_a3b,structured,naturalistic,92.5,10.0,50.0,82.5,40.0,82.5,True,0.5041,moderate,daylight_thin_crescent,
scn_0016_daylight_thin_crescent,qwen3_30b_a3b,structured,separated,95.0,72.5,47.5,22.5,-25.0,47.5,False,0.5041,moderate,daylight_thin_crescent,
scn_0017_twilight_civil,qwen3_30b_a3b,structured,naturalistic,85.0,67.5,48.75,17.5,-18.75,36.25,False,0.6911,moderate,twilight_civil,
scn_0017_twilight_civil,qwen3_30b_a3b,structured,separated,85.0,82.5,60.0,2.5,-22.5,25.0,False,0.6911,moderate,twilight_civil,
scn_0018_daylight_gibbous,qwen3_30b_a3b,structured,naturalistic,85.0,85.0,80.0,0.0,-5.0,5.0,False,0.0,trivial,daylight_gibbous,
scn_0018_daylight_gibbous,qwen3_30b_a3b,structured,separated,85.0,87.5,76.25,-2.5,-11.25,11.25,False,0.0,trivial,daylight_gibbous,
scn_0019_daylight_thin_crescent,qwen3_30b_a3b,structured,naturalistic,85.0,28.75,51.25,56.25,22.5,56.25,True,0.6208,moderate,daylight_thin_crescent,
scn_0019_daylight_thin_crescent,qwen3_30b_a3b,structured,separated,95.0,95.0,50.0,0.0,-45.0,45.0,False,0.6208,moderate,daylight_thin_crescent,
scn_0020_daylight_moderate,qwen3_30b_a3b,structured,naturalistic,95.0,95.0,95.0,0.0,0.0,0.0,False,0.4292,moderate,daylight_moderate,
scn_0020_daylight_moderate,qwen3_30b_a3b,structured,separated,95.0,95.0,92.5,0.0,-2.5,2.5,False,0.4292,moderate,daylight_moderate,
scn_0021_daylight_moderate,qwen3_30b_a3b,structured,naturalistic,90.0,85.0,90.0,5.0,5.0,5.0,False,0.0,trivial,daylight_moderate,
scn_0021_daylight_moderate,qwen3_30b_a3b,structured,separated,91.25,87.5,85.0,3.75,-2.5,6.25,False,0.0,trivial,daylight_moderate,
scn_0022_twilight_nautical,qwen3_30b_a3b,structured,naturalistic,85.0,85.0,78.75,0.0,-6.25,6.25,False,0.4751,moderate,twilight_nautical,
scn_0022_twilight_nautical,qwen3_30b_a3b,structured,separated,87.5,86.25,76.25,1.25,-10.0,11.25,False,0.4751,moderate,twilight_nautical,
scn_0023_daylight_thin_crescent,qwen3_30b_a3b,structured,naturalistic,10.0,10.0,10.0,0.0,0.0,0.0,False,0.2219,easy,daylight_thin_crescent,
scn_0023_daylight_thin_crescent,qwen3_30b_a3b,structured,separated,92.5,48.75,10.0,43.75,-38.75,82.5,True,0.2219,easy,daylight_thin_crescent,
scn_0024_daylight_near_sun_extreme,qwen3_30b_a3b,structured,naturalistic,95.0,92.5,52.5,2.5,-40.0,42.5,False,0.0,trivial,daylight_near_sun_extreme,invisible
scn_0024_daylight_near_sun_extreme,qwen3_30b_a3b,structured,separated,95.0,96.25,52.5,-1.25,-43.75,43.75,False,0.0,trivial,daylight_near_sun_extreme,invisible
scn_0025_daylight_near_sun_extreme,qwen3_30b_a3b,structured,naturalistic,10.0,10.0,10.0,0.0,0.0,0.0,False,0.0,trivial,daylight_near_sun_extreme,invisible
scn_0025_daylight_near_sun_extreme,qwen3_30b_a3b,structured,separated,28.75,10.0,10.0,18.75,0.0,18.75,False,0.0,trivial,daylight_near_sun_extreme,invisible
scn_0026_daylight_thin_crescent,qwen3_30b_a3b,structured,naturalistic,73.75,57.5,30.0,16.25,-27.5,43.75,True,0.4297,moderate,daylight_thin_crescent,
scn_0026_daylight_thin_crescent,qwen3_30b_a3b,structured,separated,77.5,65.0,30.0,12.5,-35.0,47.5,False,0.4297,moderate,daylight_thin_crescent,
scn_0027_twilight_civil,qwen3_30b_a3b,structured,naturalistic,93.75,85.0,88.75,8.75,3.75,8.75,False,0.0,trivial,twilight_civil,
scn_0027_twilight_civil,qwen3_30b_a3b,structured,separated,95.0,93.75,87.5,1.25,-6.25,7.5,False,0.0,trivial,twilight_civil,
scn_0028_twilight_astronomical,qwen3_30b_a3b,structured,naturalistic,95.0,95.0,90.0,0.0,-5.0,5.0,False,0.0,trivial,twilight_astronomical,
scn_0028_twilight_astronomical,qwen3_30b_a3b,structured,separated,95.0,95.0,90.0,0.0,-5.0,5.0,False,0.0,trivial,twilight_astronomical,
scn_0029_twilight_nautical,qwen3_30b_a3b,structured,naturalistic,95.0,95.0,92.5,0.0,-2.5,2.5,False,0.0,trivial,twilight_nautical,
scn_0029_twilight_nautical,qwen3_30b_a3b,structured,separated,95.0,95.0,92.5,0.0,-2.5,2.5,False,0.0,trivial,twilight_nautical,
scn_0030_daylight_thin_crescent,qwen3_30b_a3b,structured,naturalistic,10.0,10.0,10.0,0.0,0.0,0.0,False,0.2305,easy,daylight_thin_crescent,
scn_0030_daylight_thin_crescent,qwen3_30b_a3b,structured,separated,15.0,10.0,10.0,5.0,0.0,5.0,False,0.2305,easy,daylight_thin_crescent,
