scenario_id,model_id,evidence_mode,elicitation_mode,excited_positive_probability,neutral_probability,skeptical_negative_probability,excited_minus_neutral,skeptical_minus_neutral,valence_range,binary_flip,difficulty_score,difficulty_class,category,anchor
scn_0019_daylight_thin_crescent,qwen3_14b,structured,naturalistic,95.0,62.5,38.75,32.5,-23.75,56.25,False,0.6208,moderate,daylight_thin_crescent,
scn_0019_daylight_thin_crescent,qwen3_14b,structured,separated,81.25,81.25,45.0,0.0,-36.25,36.25,False,0.6208,moderate,daylight_thin_crescent,
scn_0020_daylight_moderate,qwen3_14b,structured,naturalistic,95.0,92.5,52.5,2.5,-40.0,42.5,False,0.4292,moderate,daylight_moderate,
scn_0020_daylight_moderate,qwen3_14b,structured,separated,82.5,76.25,51.25,6.25,-25.0,31.25,False,0.4292,moderate,daylight_moderate,
scn_0021_daylight_moderate,qwen3_14b,structured,naturalistic,95.0,95.0,73.75,0.0,-21.25,21.25,False,0.0,trivial,daylight_moderate,
scn_0021_daylight_moderate,qwen3_14b,structured,separated,92.5,91.25,86.25,1.25,-5.0,6.25,False,0.0,trivial,daylight_moderate,
scn_0022_twilight_nautical,qwen3_14b,structured,naturalistic,92.5,88.75,81.25,3.75,-7.5,11.25,False,0.4751,moderate,twilight_nautical,
scn_0022_twilight_nautical,qwen3_14b,structured,separated,77.5,85.0,78.75,-7.5,-6.25,7.5,False,0.4751,moderate,twilight_nautical,
scn_0023_daylight_thin_crescent,qwen3_14b,structured,naturalistic,77.5,32.5,11.25,45.0,-21.25,66.25,True,0.2219,easy,daylight_thin_crescent,
scn_0023_daylight_thin_crescent,qwen3_14b,structured,separated,61.25,60.0,27.5,1.25,-32.5,33.75,False,0.2219,easy,daylight_thin_crescent,
scn_0024_daylight_near_sun_extreme,qwen3_14b,structured,naturalistic,95.0,82.5,41.25,12.5,-41.25,53.75,False,0.0,trivial,daylight_near_sun_extreme,invisible
scn_0024_daylight_near_sun_extreme,qwen3_14b,structured,separated,91.25,86.25,43.75,5.0,-42.5,47.5,False,0.0,trivial,daylight_near_sun_extreme,invisible
scn_0025_daylight_near_sun_extreme,qwen3_14b,structured,naturalistic,25.0,12.5,12.5,12.5,0.0,12.5,False,0.0,trivial,daylight_near_sun_extreme,invisible
scn_0025_daylight_near_sun_extreme,qwen3_14b,structured,separated,35.0,10.0,20.0,25.0,10.0,25.0,False,0.0,trivial,daylight_near_sun_extreme,invisible
scn_0026_daylight_thin_crescent,qwen3_14b,structured,naturalistic,55.0,25.0,20.0,30.0,-5.0,35.0,True,0.4297,moderate,daylight_thin_crescent,
scn_0026_daylight_thin_crescent,qwen3_14b,structured,separated,35.0,30.0,17.5,5.0,-12.5,17.5,False,0.4297,moderate,daylight_thin_crescent,
scn_0027_twilight_civil,qwen3_14b,structured,naturalistic,91.25,90.0,85.0,1.25,-5.0,6.25,False,0.0,trivial,twilight_civil,
scn_0027_twilight_civil,qwen3_14b,structured,separated,82.5,90.0,85.0,-7.5,-5.0,7.5,False,0.0,trivial,twilight_civil,
scn_0028_twilight_astronomical,qwen3_14b,structured,naturalistic,95.0,95.0,92.5,0.0,-2.5,2.5,False,0.0,trivial,twilight_astronomical,
scn_0028_twilight_astronomical,qwen3_14b,structured,separated,86.25,91.25,82.5,-5.0,-8.75,8.75,False,0.0,trivial,twilight_astronomical,
scn_0029_twilight_nautical,qwen3_14b,structured,naturalistic,95.0,95.0,95.0,0.0,0.0,0.0,False,0.0,trivial,twilight_nautical,
scn_0029_twilight_nautical,qwen3_14b,structured,separated,95.0,95.0,93.75,0.0,-1.25,1.25,False,0.0,trivial,twilight_nautical,
scn_0030_daylight_thin_crescent,qwen3_14b,structured,naturalistic,27.5,13.75,15.0,13.75,1.25,13.75,False,0.2305,easy,daylight_thin_crescent,
scn_0030_daylight_thin_crescent,qwen3_14b,structured,separated,20.0,20.0,18.75,0.0,-1.25,1.25,False,0.2305,easy,daylight_thin_crescent,
